169,0.3912
170,0.3871
171,0.4365
172,0.49
173,0.4571
174,0.4447
175,0.4777
176,0.4612
177,0.4283
178,0.4118
179,0.42
180,0.4118
181,0.4365
182,0.5477
183,0.4283
184,0.4118
185,0.4159
186,0.383
187,0.4077
188,0.4777
189,0.4983
190,0.4653
191,0.4283
192,0.5353
193,0.523
194,0.49
195,0.4077
196,0.4077
197,0.4118
198,0.4077
199,0.4406
200,0.4941
201,0.5353
202,0.4365
203,0.4241
204,0.4447
205,0.4447
206,0.4736
207,0.5106
208,0.5312
209,0.4694
210,0.3912
211,0.42
212,0.383
213,0.3994
214,0.4447
215,0.4241
216,0.4489
217,0.4241
218,0.3953
219,0.4077
220,0.523
221,0.5683
222,0.4736
223,0.42
224,0.4612
225,0.4489
226,0.4324
227,0.3912
228,0.383
229,0.5271
230,0.6342
231,0.5765
232,0.383
233,0.35
234,0.3994
235,0.42
236,0.3583
237,0.3912
238,0.4118
239,0.42
240,0.4365
241,0.42
242,0.4489
243,0.3994
244,0.3994
245,0.4324
246,0.3871
247,0.4159
248,0.383
249,0.4077
250,0.3912
251,0.3994
252,0.4818
253,0.4736
254,0.3624
255,0.3541
256,0.4447
257,0.4489
258,0.4447
259,0.4365
260,0.4406
261,0.42
262,0.4241
263,0.4283
264,0.3994
265,0.3912
266,0.3706
267,0.35
268,0.3335
269,0.3665
270,0.3994
271,0.4241
272,0.4736
273,0.5971
274,0.6671
275,0.5271
276,0.4077
277,0.3541
278,0.4241
279,0.453
280,0.4489
281,0.4365
282,0.4612
283,0.4241
284,0.4818
285,0.3953
286,0.3665
287,0.3871
288,0.4159
289,0.3953
290,0.4077
291,0.3871
292,0.4406
293,0.5024
294,0.4694
295,0.4406
296,0.4241
297,0.4365
298,0.4036
299,0.4118
300,0.3788
301,0.4241
302,0.3994
303,0.4159
304,0.4941
305,0.4859
306,0.4406
307,0.453
308,0.4571
309,0.4777
310,0.5312
311,0.5642
312,0.6877
313,0.6589
314,0.56
315,0.5477
316,0.5312
317,0.5477
318,0.6053
319,0.7371
320,0.6547
321,0.6959
322,0.6342
323,0.7371
324,0.6959
325,0.5971
326,0.5394
327,0.6753
328,0.6383
329,0.5683
330,0.6053
331,0.6506
332,0.6795
333,0.7083
334,0.7042
335,0.733
336,0.7865
337,1.0212
338,0.9512
339,0.7948
340,0.8812
341,1.0789
342,1.1736
343,1.1365
344,1.0665
345,1.1365
346,1.1118
347,1.5236
348,1.6842
349,0.9471
350,1.0501
351,1.0912
352,1.1654
353,1.0954
354,1.1118
355,1.153
356,1.1942
357,1.1818
358,1.1612
359,1.1571
360,1.1365
361,1.2354
362,1.0912
363,1.1118
364,1.1283
365,1.1283
366,1.1942
367,1.2724
368,1.4948
369,1.4454
370,1.3424
371,1.4083
372,1.4289
373,1.4124
374,1.3342
375,1.3713
376,1.3918
377,1.4495
378,2.0219
379,1.4248
380,1.4577
381,1.6307
382,1.8901
383,1.5236
384,1.466
385,1.5689
386,2.1207
387,2.0795
388,2.8208
389,2.3843
390,1.9519
391,1.8901
392,2.2072
393,1.9395
394,1.8448
395,1.6636
396,1.8448
397,1.9272
398,1.8489
399,2.0878
400,2.3019
401,2.0713
402,1.9066
403,2.1578
404,2.2607
405,2.3348
406,2.3101
407,2.3143
408,2.2113
409,2.1578
410,2.0342
411,1.9972
412,1.8983
413,2.1537
414,2.4213
415,2.236
416,2.199
417,2.2731
418,2.0425
419,1.9189
420,2.1001
421,2.4501
422,2.8084
423,2.3884
424,2.3266
425,2.516
426,2.4584
427,2.4419
428,2.5572
429,2.9114
430,2.4996
431,2.2484
432,2.4131
433,2.2937
434,2.2772
435,2.1866
436,2.3637
437,2.3431
438,2.7466
439,3.1708
440,3.3808
441,3.4549
442,2.899
443,2.6684
444,2.3843
445,2.236
446,2.1866
447,2.3019
448,2.5202
449,2.6602
450,2.8825
451,2.8166
452,2.6684
453,3.1667
454,2.7796
455,2.7055
456,2.5366
457,2.7343
458,2.376
459,2.479
460,2.3554
461,2.376
462,2.4501
463,2.2937
464,2.409
465,2.6766
466,2.8455
467,2.6849
468,2.4378
469,2.6066
470,2.5284
471,2.339
472,2.3348
473,2.4707
474,2.4172
475,2.3472
476,2.6807
477,2.3019
478,2.3884
479,2.269
480,2.2031
481,2.1125
482,2.0301
483,2.2319
484,2.6849
485,2.8537
486,2.656
487,2.8702
488,2.8537
489,3.1584
490,3.1831
491,2.7631
492,2.4131
493,2.3966
494,2.269
495,2.4172
496,2.2566
497,2.4007
498,2.1866
499,2.3513
500,2.8702
501,3.2861
502,3.6608
503,2.6272
504,2.446
505,2.6149
506,2.6602
507,2.656
508,2.479
509,2.3678
510,2.5078
511,2.6149
512,2.4872
513,2.2813
514,2.1619
515,2.4254
516,2.5119
517,2.6231
518,2.4543
519,2.6725
520,2.8043
521,2.4666
522,2.2772
523,2.2937
524,2.2401
525,2.1331
526,2.1784
527,2.2195
528,2.3925
529,2.3184
530,2.2525
531,2.6519
532,2.9319
533,2.5984
534,2.3843
535,2.1331
536,2.1742
537,2.446
538,2.3637
539,2.4666
540,2.5078
541,2.4296
542,2.3637
543,2.4749
544,2.409
545,2.5325
546,2.3801
547,2.479
548,3.0184
549,3.0102
550,2.7713
551,2.6478
552,2.5284
553,2.6272
554,2.6972
555,2.9361
556,3.039
557,3.0761
558,3.2531
559,3.2161
560,2.9525
561,2.9402
562,3.1914
563,3.5332
564,3.5208
565,3.5537
566,3.3561
567,3.282
568,3.2696
569,3.4014
570,3.1131
571,3.0061
572,3.1296
573,3.1296
574,3.1865
575,3.1026
576,2.9319
577,2.878
578,2.9619
579,3.0457
580,3.2164
581,3.3272
582,3.2164
583,3.1595
584,3.3841
585,3.468
586,4.1178
587,4.3155
588,3.7495
589,3.6956
590,4.2017
591,5.6392
592,6.3013
593,4.851
594,4.5631
595,4.7107
596,5.4736
597,5.2325
598,5.1353
599,5.3117
600,5.8263
601,6.0098
602,5.8371
603,6.6072
604,6.7691
605,5.9091
606,5.2793
607,4.8366
608,5.4916
609,5.506
610,5.3692
611,4.869
612,4.2824
613,3.7031
614,3.955
615,4.2932
616,5.0382
617,4.7611
618,4.4516
619,4.322
620,4.2788
621,4.1241
622,4.5344
623,4.1997
624,3.9442
625,3.6383
626,3.6995
627,4.1061
628,4.2069
629,4.2357
630,4.5451
631,4.6279
632,4.52
633,4.1781
634,3.7067
635,3.7031
636,3.883
637,4.0377
638,4.5236
639,3.9766
640,3.7246
641,3.4871
642,3.4583
643,3.5195
644,4.0845
645,4.5523
646,4.5847
647,4.5487
648,4.6315
649,4.2824
650,4.3688
651,4.7287
652,4.6855
653,4.6423
654,4.1169
655,4.3184
656,4.4552
657,4.6639
658,4.8438
659,4.6459
660,4.4768
661,4.466
662,4.7503
663,4.959
664,5.1713
665,5.1209
666,4.7143
667,4.9302
668,4.7863
669,4.6099
670,4.3544
671,4.2249
672,4.3652
673,4.1025
674,4.2537
675,3.8542
676,3.6923
677,3.3504
678,3.4368
679,3.4188
680,3.4116
681,3.408
682,3.5915
683,3.5843
684,3.2892
685,3.5339
686,3.4835
687,3.408
688,3.4655
689,3.5339
690,3.4188
691,3.3589
692,3.322
693,3.322
694,3.3589
695,3.3959
696,3.3959
697,3.4328
698,3.5066
699,3.4328
700,3.4697
701,3.5435
702,3.5804
703,3.6911
704,3.7649
705,4.0699
706,4.968
707,6.072
708,6.808
709,8.096
710,8.2801
711,9.752
712,7.0657
713,6.5504
714,6.5136
715,6.6241
716,6.44
717,6.44
718,6.1824
719,6.1456
720,6.1088
721,5.6304
722,5.4097
723,5.2268
724,5.2268
725,5.263
726,5.4079
727,5.5588
728,5.8545
729,5.7037
730,6.4038
731,7.2125
732,7.3634
733,7.303
734,7.303
735,7.4237
736,7.4804
737,7.4804
738,7.7797
739,8.0788
740,8.3781
741,8.6025
742,9.5597
743,10.197
744,10.3563
745,10.7546
746,11.3199
747,11.6646
748,12.1764
749,12.3771
750,12.3771
751,12.6447
752,13.1799
753,13.5144
754,13.782
755,14.4511
756,15.1201
757,15.6553
758,16.0567
759,16.9934
760,17.7962
761,19.2012
762,20.8738
763,22.4794
764,24.888
765,29.6
766,37.0
767,42.6
768,47.8
769,51.8
770,60.7
771,69.9
772,78.3
773,82.5
774,86.9
775,90.9
776,96.0
777,99.6
778,103.3
779,110.3
780,118.8
781,129.9
782,135.7
783,139.2
784,141.9
785,146.0
786,150.7
787,154.4
788,160.0
789,164.4
790,167.3
791,172.2
792,173.4
793,178.5
794,183.5
795,189.9
796,194.1
797,202.7
798,210.9
799,212.9
800,218.0
801,228.4
802,234.7
